Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,Dropped,TimeInSeconds,msInPresentAPI,msBetweenPresents,AllowsTearing,PresentMode,msUntilRenderComplete,msUntilDisplayed,msBetweenDisplayChange,msFlipDelay,msUntilRenderStart,msGPUActive,msSinceInput
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,1,4.83370350000000,0.44410000000000,205.05180000000001,0,Composed: Flip,0.44750000000000,0.00000000000000,0.00000000000000,0.00000000000000,-0.39790000000000,0.11690000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,1,4.62802430000000,0.51790000000000,0.00000000000000,0,Composed: Flip,0.51980000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1297.01510000000007,37.10300000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,1,4.83241940000000,0.15380000000000,204.39510000000001,0,Composed: Flip,0.88620000000000,0.00000000000000,0.00000000000000,0.00000000000000,-196.64590000000001,24.44480000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,1,4.84843510000000,0.13540000000000,16.01570000000000,0,Composed: Flip,0.91080000000000,0.00000000000000,0.00000000000000,0.00000000000000,-11.44680000000000,10.49720000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,4.84866210000000,0.76170000000000,0.22700000000000,1,Hardware: Independent Flip,0.76430000000000,15.13860000000000,0.00000000000000,0.00000000000000,0.68380000000000,0.07550000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,4.86754190000000,0.17740000000000,18.87980000000000,1,Hardware: Independent Flip,0.96190000000000,1.23570000000000,4.97690000000000,0.27380000000000,-17.09280000000000,11.94070000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,4.86777930000000,0.10040000000000,0.23740000000000,1,Hardware: Independent Flip,0.78410000000000,6.56420000000000,5.56590000000000,5.78010000000000,0.72450000000000,0.05700000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,4.88134340000000,0.13930000000000,13.56410000000000,1,Hardware: Independent Flip,0.98650000000000,1.84720000000000,8.84710000000000,0.86070000000000,-12.78000000000000,11.86830000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,4.88154190000000,0.08660000000000,0.19850000000000,1,Hardware: Independent Flip,0.84860000000000,7.68340000000000,6.03470000000000,6.83480000000000,0.78800000000000,0.05750000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,4.89456350000000,0.16280000000000,13.02160000000000,1,Hardware: Independent Flip,0.96780000000000,3.19350000000000,8.53170000000000,2.22570000000000,-12.17300000000000,11.33060000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,4.89478620000000,0.09420000000000,0.22270000000000,1,Hardware: Independent Flip,0.80480000000000,7.32420000000000,4.35340000000000,6.51940000000000,0.74510000000000,0.05680000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,4.90863550000000,0.22230000000000,13.84930000000000,1,Hardware: Independent Flip,0.96830000000000,2.11470000000000,8.63980000000000,1.14640000000000,-13.04450000000000,11.46540000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,4.90891910000000,0.09170000000000,0.28360000000000,1,Hardware: Independent Flip,0.74640000000000,7.70230000000000,5.87120000000000,6.95590000000000,0.68470000000000,0.05880000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,4.93803600000000,0.13490000000000,29.11690000000000,1,Hardware: Independent Flip,0.93070000000000,0.93070000000000,22.34530000000000,0.00000000000000,-28.37050000000000,17.56710000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,4.93822790000000,0.08710000000000,0.19190000000000,1,Hardware: Independent Flip,0.81460000000000,15.42200000000000,14.68320000000000,14.60740000000000,0.73880000000000,0.07300000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,4.96459350000000,0.15710000000000,26.36560000000000,1,Hardware: Independent Flip,0.95640000000000,12.86180000000000,23.80540000000000,11.90540000000000,-25.55100000000000,11.07990000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,4.96481070000000,0.08580000000000,0.21720000000000,1,Hardware: Independent Flip,0.79670000000000,14.00140000000000,1.35680000000000,13.20470000000000,0.73920000000000,0.05480000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,4.99294560000000,0.14930000000000,28.13490000000000,1,Hardware: Independent Flip,1.06610000000000,1.06610000000000,15.19960000000000,0.00000000000000,-27.33820000000000,11.12300000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,4.99315620000000,0.08860000000000,0.21060000000000,1,Hardware: Independent Flip,0.91630000000000,15.06760000000000,14.21210000000000,14.15130000000000,0.85550000000000,0.05790000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.01955700000000,0.14740000000000,26.40080000000000,1,Hardware: Independent Flip,1.20910000000000,5.46440000000000,16.79760000000000,4.25530000000000,-25.48450000000000,10.87210000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.01976460000000,0.10480000000000,0.20760000000000,1,Hardware: Independent Flip,1.06460000000000,14.36190000000000,9.10510000000000,13.29730000000000,1.00150000000000,0.06310000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.04846900000000,0.17870000000000,28.70440000000000,1,Hardware: Independent Flip,1.31250000000000,1.31250000000000,15.65500000000000,0.00000000000000,-27.63980000000000,9.88880000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.04871160000000,0.11530000000000,0.24260000000000,1,Hardware: Independent Flip,1.14540000000000,15.57870000000000,14.50880000000000,14.43330000000000,1.06990000000000,0.07550000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.07515790000000,0.17290000000000,26.44630000000000,1,Hardware: Independent Flip,1.18560000000000,12.82490000000000,23.69250000000000,11.63930000000000,-25.30090000000000,10.43560000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.07539240000000,0.09120000000000,0.23450000000000,1,Hardware: Independent Flip,1.01270000000000,14.20670000000000,1.61630000000000,13.19400000000000,0.95110000000000,0.06160000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.10346560000000,0.16970000000000,28.07320000000000,1,Hardware: Independent Flip,1.20830000000000,9.54210000000000,23.40860000000000,8.33380000000000,-27.06050000000000,10.12160000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.10369250000000,0.08700000000000,0.22690000000000,1,Hardware: Independent Flip,1.03770000000000,15.12590000000000,5.81070000000000,14.08820000000000,0.98140000000000,0.05630000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.13063460000000,0.13950000000000,26.94210000000000,1,Hardware: Independent Flip,1.22020000000000,1.22020000000000,13.03640000000000,0.00000000000000,-25.90440000000000,10.19320000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.13083460000000,0.21870000000000,0.20000000000000,1,Hardware: Independent Flip,1.07820000000000,14.59070000000000,13.57050000000000,13.51250000000000,1.02020000000000,0.05800000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.15984630000000,0.15470000000000,29.01170000000000,1,Hardware: Independent Flip,1.18130000000000,3.37020000000000,17.79120000000000,2.18890000000000,-27.93350000000000,10.53140000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.16006600000000,0.10050000000000,0.21970000000000,1,Hardware: Independent Flip,1.01680000000000,15.52190000000000,12.37140000000000,14.50510000000000,0.96160000000000,0.05520000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.18627510000000,0.13320000000000,26.20910000000000,1,Hardware: Independent Flip,1.16240000000000,1.16240000000000,11.84960000000000,0.00000000000000,-25.19230000000000,10.12140000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.18646800000000,0.08890000000000,0.19290000000000,1,Hardware: Independent Flip,1.04390000000000,14.18000000000000,13.21050000000000,13.13610000000000,0.96950000000000,0.07440000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.21426070000000,0.13830000000000,27.79270000000000,1,Hardware: Independent Flip,1.21240000000000,1.21240000000000,14.82510000000000,0.00000000000000,-26.74880000000000,10.06260000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.21447010000000,0.09940000000000,0.20940000000000,1,Hardware: Independent Flip,1.06320000000000,14.99140000000000,13.98840000000000,13.92820000000000,1.00300000000000,0.06020000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.24184720000000,0.16520000000000,27.37710000000000,1,Hardware: Independent Flip,1.20440000000000,1.20440000000000,13.59010000000000,0.00000000000000,-26.31390000000000,9.72700000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.24207240000000,0.08940000000000,0.22520000000000,1,Hardware: Independent Flip,1.04150000000000,14.75050000000000,13.77130000000000,13.70900000000000,0.97920000000000,0.06230000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.26955080000000,0.23250000000000,27.47840000000000,1,Hardware: Independent Flip,1.24820000000000,1.24820000000000,13.97610000000000,0.00000000000000,-26.43690000000000,9.80970000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.26988480000000,0.12470000000000,0.33400000000000,1,Hardware: Independent Flip,0.97430000000000,14.76870000000000,13.85450000000000,13.79440000000000,0.91420000000000,0.06010000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.29749710000000,0.16510000000000,27.61230000000000,1,Hardware: Independent Flip,1.17160000000000,10.42420000000000,23.26780000000000,9.25260000000000,-26.63800000000000,10.13580000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.29772380000000,0.09200000000000,0.22670000000000,1,Hardware: Independent Flip,1.00380000000000,14.85060000000000,4.65310000000000,13.84680000000000,0.94490000000000,0.05890000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.32424230000000,0.13990000000000,26.51850000000000,1,Hardware: Independent Flip,1.14610000000000,3.36020000000000,15.02810000000000,2.21410000000000,-25.51470000000000,10.32010000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.32444240000000,0.08970000000000,0.20010000000000,1,Hardware: Independent Flip,1.00270000000000,14.28760000000000,11.12750000000000,13.28490000000000,0.94600000000000,0.05670000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.35157900000000,0.13860000000000,27.13660000000000,1,Hardware: Independent Flip,1.39590000000000,2.38060000000000,15.22960000000000,0.98470000000000,-26.13390000000000,10.20860000000000,0.00000000000000
mpc-hc64.exe,69888,0x00000000078F7300,DXGI,0,512,0,5.35180290000000,0.09500000000000,0.22390000000000,1,Hardware: Independent Flip,1.24700000000000,14.97020000000000,12.81350000000000,13.72320000000000,1.17200000000000,0.07500000000000,0.00000000000000
